FILENAME,FILE_SIZE,DE_ENCRYPTION_TIME,ENCRYPTION_TIME,SIGN_TIME,DE_DECRYPTION_TIME,DECRYPTION_TIME,VERIFY_TIME,DH_ALGORITHM,CIPHER_ALGORITHM
531.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1430.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
708.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
550.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1492.txt,1048575,1,10,18,1,12,7,ECCDH,AES[128]
1271.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
865.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1190.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
615.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
770.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
124.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1351.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
439ac926b180.txt,2097151,1,4,12,1,14,12,ECCDH,AES[128]
1385.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
410.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1106.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1048.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
235.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1201.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
853.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
123.txt,1048575,1,10,19,1,11,8,ECCDH,AES[128]
855.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1347.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
52.txt,1048575,1,2,6,1,7,5,ECCDH,AES[128]
147.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1397.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
373.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
837.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
122.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
666.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1418.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
07.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
960.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
823.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1126.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
130.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
data.csv,271,1,1,1,1,0,0,ECCDH,AES[128]
1366.txt,1048575,1,10,23,1,13,8,ECCDH,AES[128]
03.txt,4194302,1,9,24,1,29,23,ECCDH,AES[128]
1476.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1172.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
582.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1488.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1336.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1227.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
807.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
889.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1416.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
642.txt,1048575,1,3,6,1,8,5,ECCDH,AES[128]
1433.txt,1048575,1,3,6,1,23,6,ECCDH,AES[128]
35.txt,1048575,1,2,6,1,7,5,ECCDH,AES[128]
75.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1045.txt,1048575,1,9,14,1,10,7,ECCDH,AES[128]
678.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
193.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
1235.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1411.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
537.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
900.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1088.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
ac97c66793aa.txtcat,120,1,0,1,1,0,0,ECCDH,AES[128]
1209.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
des_cbc.csv,155191891,1,340,855,1,1081,855,ECCDH,AES[128]
1431.txt,1048575,1,3,6,1,8,5,ECCDH,AES[128]
693.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1269.txt,1048575,1,3,6,1,8,6,ECCDH,AES[128]
216.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
43fc6e0261c4.txt,14680057,1,140,81,1,102,82,ECCDH,AES[128]
1321.txt,1048575,1,3,7,1,9,7,ECCDH,AES[128]
1449.txt,1048575,1,2,7,1,10,7,ECCDH,AES[128]
134.txt,1048575,1,2,8,1,10,7,ECCDH,AES[128]
38.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
692.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
602.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1338.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
629.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1025.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1464.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
824.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
354.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1380.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
161.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
805.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
480.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
171.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
465.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1320.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1051.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1419.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
402.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
145.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
256.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1396.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
168.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1091.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
896.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
866.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
714.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1284.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
198.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1176.txt,1048575,1,8,13,1,10,7,ECCDH,AES[128]
773.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
1368.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
795.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1014.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
661.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
880.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
452.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1170.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1472.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
640.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
913.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
560.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1414.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1445.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
random000.csv,50408283,1,110,278,1,345,277,ECCDH,AES[128]
1394.txt,1048575,1,11,18,1,12,7,ECCDH,AES[128]
225.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
586.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1387.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
90.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1296.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1458.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
563.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
530.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
32.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
439.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
742.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
01.txt,2097151,1,4,12,1,14,12,ECCDH,AES[128]
548.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
425.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1477.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
917.txt,1048575,1,8,17,1,11,7,ECCDH,AES[128]
937.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
10.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
249.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
595.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1098.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
232.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1162.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1408.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1008.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1283.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
299.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1060.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
2b04ad50bd36.txt,2097151,1,4,12,1,14,12,ECCDH,AES[128]
1465.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
51da5d0549cb.txt,31457277,1,69,174,1,327,174,ECCDH,AES[128]
455.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
758.txt,1048575,1,2,6,1,7,5,ECCDH,AES[128]
1267.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
901.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
921.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
474.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
881.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
448.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
659.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
645.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1352.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
234.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
709.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1490.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
417.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
553.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
59.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1081.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
899.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1142.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1315.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
535.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
778.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1206.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
904.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1013.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
850.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1034.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
449.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
651.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
262.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
625.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
1400.txt,1048575,1,10,17,1,11,7,ECCDH,AES[128]
822.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1083.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
842.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
898.txt,1048575,1,3,5,1,7,6,ECCDH,AES[128]
1304.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
167.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
438.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
148.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
00.txt,15728632,1,35,88,1,108,88,ECCDH,AES[128]
406.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
186.txt,1048575,1,3,5,1,7,6,ECCDH,AES[128]
132.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1224.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
955.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
995.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1371.txt,1048575,1,9,15,1,9,6,ECCDH,AES[128]
a.csv,155191891,1,344,857,1,1318,856,ECCDH,AES[128]
1078.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
608.txt,1048575,1,2,5,1,8,6,ECCDH,AES[128]
1268.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
673.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
182.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
826.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1174.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
342.txt,1048575,1,3,5,1,7,6,ECCDH,AES[128]
619.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1050.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
228.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1029.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
437.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
6a75d6c7551a.txt,12582906,1,27,70,1,87,72,ECCDH,AES[128]
67.txt,1048575,1,7,15,1,11,7,ECCDH,AES[128]
566.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
82.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
139.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
929.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
277.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
a2341cba17ce.txt,870,1,0,0,1,0,0,ECCDH,AES[128]
09.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
515.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1316.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
903.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1208.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1169.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1250.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
514.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
91.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
561.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
677.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
534.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1288.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
190.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
549.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
112.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1481.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1173.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1066.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
657.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
852.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
965.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1441.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
260.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
1272.txt,1048575,1,2,6,1,7,5,ECCDH,AES[128]
1434.txt,1048575,1,7,17,1,12,8,ECCDH,AES[128]
1154.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
88.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
486.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
951.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
9f63cd4088b0d9fad6898782.txt,50408283,1,108,278,1,345,278,ECCDH,AES[128]
80.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1047.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1379.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
1145.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
341.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
247.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
912.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
545.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
497.txt,1048575,1,3,5,1,8,6,ECCDH,AES[128]
11.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
153.txt,1048575,1,4,6,1,8,6,ECCDH,AES[128]
441.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
217.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
923.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
371.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
136.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
723.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
788.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
565.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1120.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1299.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
218.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
947.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
695.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
546.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1395.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
728.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1331.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
1457.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
181.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
761.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
370.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1370.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
340.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
58.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
random01.csv,50408284,1,174,278,1,345,277,ECCDH,AES[128]
283.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
744.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
539.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
499.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1099.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1403.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
811.txt,1048575,1,11,22,1,12,8,ECCDH,AES[128]
1042.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1157.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
359.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1305.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
753.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
81.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
887.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
184.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
420.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
779.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1131.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
279.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
258.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
848.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1221.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
555.txt,1048575,1,3,7,1,10,7,ECCDH,AES[128]
771.txt,1048575,1,3,7,1,8,7,ECCDH,AES[128]
485.txt,1048575,1,2,7,1,8,6,ECCDH,AES[128]
150.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
192.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
83.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
55.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
800.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1159.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
374.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1281.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1019.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1451.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
211.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1456.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
209.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
759.txt,1048575,1,3,8,1,9,7,ECCDH,AES[128]
1096.txt,1048575,1,2,7,1,8,7,ECCDH,AES[128]
1415.txt,1048575,1,3,7,1,8,6,ECCDH,AES[128]
1489.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1364.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1123.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
295.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
594.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1032.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1109.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
331.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
907.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1189.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
21.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1141.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1168.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
868.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1171.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
443.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
226.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1367.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1424.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
229.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
454.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1225.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
53.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
872.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1163.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
665.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
976.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
195.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1365.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1251.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
1444.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
627.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
1216.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1033.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
906.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
43.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1300.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
297.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
261.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
119.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
712.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
185.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
290.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
757.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
427.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
922.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1459.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
679.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
836.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1417.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
469.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
19.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
313.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
e711ea638ca4.txt,20,1,0,1,1,0,0,ECCDH,AES[128]
502.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
885.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1270.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
17.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1238.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
1337.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1232.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
263.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
985.txt,1048575,1,2,6,1,8,5,ECCDH,AES[128]
49.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
729.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1446.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
390.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
568.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1280.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
883.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
961.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
337.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
888.txt,1048575,1,3,5,1,7,6,ECCDH,AES[128]
432.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1058.txt,1048575,1,2,7,1,7,6,ECCDH,AES[128]
1040.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1362.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
196.txt,1048575,1,4,10,1,11,7,ECCDH,AES[128]
1192.txt,1048575,1,3,6,1,7,6,ECCDH,AES[128]
1345.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
152.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
551.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
969.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
293.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
1322.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1143.txt,1048575,1,2,6,1,8,6,ECCDH,AES[128]
1010.txt,1048575,1,2,6,1,7,6,ECCDH,AES[128]
